report_id,report_text,report_type,date,location,activity,hazard,barrier_failure,life_saving_rule,sif_potential,risk_score,risk_level
R0449,Electrical panel was left open with exposed live wire near walking path.,UNSAFE_ACT,2026-07-02,Tank Farm 3,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0450,Worker was exposed to chemical spill without wearing respirator or protective equipment.,UNSAFE_ACT,2026-03-23,Pipeline Section 7,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,99,CRITICAL
R0451,Maintenance was carried out after proper lockout tagout isolation was verified.,INCIDENT,2026-03-19,Tank Farm 3,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,70,HIGH
R0452,Worker was exposed to chemical spill without wearing respirator or protective equipment.,NEAR_MISS,2026-02-21,Site B,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0453,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-06-15,Maintenance Yard,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0454,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",INCIDENT,2026-02-24,Maintenance Yard,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0455,Worker was exposed to chemical spill without wearing respirator or protective equipment.,UNSAFE_ACT,2026-07-07,Loading Terminal,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0456,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",NEAR_MISS,2026-05-11,Site C - Refinery,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0457,Gas leak was detected near an ignition source with flammable material nearby.,INCIDENT,2026-01-02,Site B,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0458,Worker was exposed to chemical spill without wearing respirator or protective equipment.,UNSAFE_ACT,2026-03-15,Maintenance Yard,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0459,Worker entered confined space without atmospheric testing. No standby person was present.,INCIDENT,2026-03-21,Tank Farm 3,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0460,Worker was seen working at height with harness properly secured and scaffold inspected.,NEAR_MISS,2026-05-03,Pipeline Section 7,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,59,MEDIUM
R0461,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_ACT,2026-07-21,Tank Farm 3,Chemical,CHEMICAL,,Chemical Exposure,0,55,MEDIUM
R0462,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_ACT,2026-02-01,Well Pad 12,Housekeeping,HOUSEKEEPING,,Permit to Work,0,30,LOW
R0463,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_CONDITION,2026-08-01,Site A,Lifting,LIFTING,,Lifting Operations,0,52,MEDIUM
R0464,Worker was not wearing safety glasses in the workshop area.,INCIDENT,2026-03-16,Site B,Ppe,PPE,,Permit to Work,0,33,MEDIUM
R0465,Maintenance was carried out after proper lockout tagout isolation was verified.,UNSAFE_ACT,2026-02-11,Pipeline Section 7,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,61,HIGH
R0466,Hot work permit and fire watch were in place during welding activity.,UNSAFE_CONDITION,2026-03-03,Site A,Hot Work,HOT_WORK,,Hot Work,0,57,MEDIUM
R0467,Minor gas odor was reported and area was isolated with no ignition sources present.,INCIDENT,2026-06-24,Well Pad 12,Fire,FIRE,,Fire / Explosion,0,66,HIGH
R0468,Worker was exposed to chemical spill without wearing respirator or protective equipment.,INCIDENT,2026-08-28,Well Pad 12,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0469,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_ACT,2026-07-12,Loading Terminal,Confined Space,CONFINED_SPACE,,Confined Space,0,57,MEDIUM
R0470,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",NEAR_MISS,2026-02-08,Tank Farm 3,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0471,Cluttered walkway with minor trip hazard was reported near the warehouse.,NEAR_MISS,2026-04-17,Well Pad 12,Housekeeping,HOUSEKEEPING,,Permit to Work,0,31,MEDIUM
R0472,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_ACT,2026-04-16,Loading Terminal,Housekeeping,HOUSEKEEPING,,Permit to Work,0,31,MEDIUM
R0473,Worker was observed working at height without a safety harness on the scaffold.,INCIDENT,2026-02-17,Site A,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0474,Exclusion zone was maintained and no personnel were in line of fire during the lift.,INCIDENT,2026-07-12,Site C - Refinery,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,50,MEDIUM
R0475,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_ACT,2026-02-01,Tank Farm 3,Housekeeping,HOUSEKEEPING,,Permit to Work,0,29,LOW
R0476,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",NEAR_MISS,2026-05-21,Loading Terminal,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0477,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-05-03,Tank Farm 3,Vehicle,VEHICLE,,Driving,0,50,MEDIUM
R0478,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_CONDITION,2026-06-13,Site B,Confined Space,CONFINED_SPACE,,Confined Space,0,65,HIGH
R0479,Hot work permit and fire watch were in place during welding activity.,UNSAFE_ACT,2026-04-03,Loading Terminal,Hot Work,HOT_WORK,,Hot Work,0,58,MEDIUM
R0480,Worker was observed working at height without a safety harness on the scaffold.,INCIDENT,2026-01-10,Site C - Refinery,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0481,Worker was observed working at height without a safety harness on the scaffold.,INCIDENT,2026-01-06,Maintenance Yard,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0482,Exclusion zone was maintained and no personnel were in line of fire during the lift.,NEAR_MISS,2026-03-12,Site C - Refinery,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,59,MEDIUM
R0483,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_ACT,2026-06-26,Loading Terminal,Housekeeping,HOUSEKEEPING,,Permit to Work,0,26,LOW
R0484,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,NEAR_MISS,2026-02-16,Maintenance Yard,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0485,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-03-12,Site C - Refinery,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0486,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,INCIDENT,2026-02-08,Site A,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0487,Technician performed vessel entry without gas testing during maintenance shutdown.,UNSAFE_ACT,2026-08-12,Loading Terminal,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0488,Improper scaffolding was noted with no guardrail installed at elevated platform.,INCIDENT,2026-07-08,Pipeline Section 7,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0489,Maintenance was carried out after proper lockout tagout isolation was verified.,NEAR_MISS,2026-02-19,Pipeline Section 7,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,65,HIGH
R0490,Worker was observed working at height without a safety harness on the scaffold.,UNSAFE_ACT,2026-03-08,Site A,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0491,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,NEAR_MISS,2026-05-11,Site B,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0492,Electrical panel was properly closed and de-energized before inspection.,NEAR_MISS,2026-04-10,Tank Farm 3,Electrical,ELECTRICAL,,Electrical,0,56,MEDIUM
R0493,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-06-19,Maintenance Yard,Housekeeping,HOUSEKEEPING,,Permit to Work,0,33,MEDIUM
R0494,Cluttered walkway with minor trip hazard was reported near the warehouse.,UNSAFE_CONDITION,2026-03-01,Loading Terminal,Housekeeping,HOUSEKEEPING,,Permit to Work,0,32,MEDIUM
R0495,Worker entered confined space without atmospheric testing. No standby person was present.,NEAR_MISS,2026-01-11,Site A,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0496,Cluttered walkway with minor trip hazard was reported near the warehouse.,NEAR_MISS,2026-02-07,Well Pad 12,Housekeeping,HOUSEKEEPING,,Permit to Work,0,37,MEDIUM
R0497,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-05-03,Site A,Vehicle,VEHICLE,,Driving,0,50,MEDIUM
R0498,Maintenance was carried out after proper lockout tagout isolation was verified.,NEAR_MISS,2026-08-24,Site B,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,68,HIGH
R0499,Gas leak was detected near an ignition source with flammable material nearby.,UNSAFE_ACT,2026-07-03,Site A,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0500,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-05-09,Pipeline Section 7,Vehicle,VEHICLE,,Driving,0,55,MEDIUM
R0501,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,NEAR_MISS,2026-05-08,Site B,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0502,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",UNSAFE_ACT,2026-03-04,Site C - Refinery,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0503,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",NEAR_MISS,2026-02-18,Pipeline Section 7,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0504,Cluttered walkway with minor trip hazard was reported near the warehouse.,NEAR_MISS,2026-08-09,Site B,Housekeeping,HOUSEKEEPING,,Permit to Work,0,31,MEDIUM
R0505,Confined space entry was performed with atmospheric testing completed and standby person present.,NEAR_MISS,2026-01-07,Pipeline Section 7,Confined Space,CONFINED_SPACE,,Confined Space,0,66,HIGH
R0506,Improper scaffolding was noted with no guardrail installed at elevated platform.,NEAR_MISS,2026-07-17,Site A,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0507,Chemical handling was performed with full PPE and respirator worn as required.,UNSAFE_CONDITION,2026-01-13,Maintenance Yard,Chemical,CHEMICAL,,Chemical Exposure,0,51,MEDIUM
R0508,Electrical panel was properly closed and de-energized before inspection.,UNSAFE_ACT,2026-08-04,Site C - Refinery,Electrical,ELECTRICAL,,Electrical,0,60,MEDIUM
R0509,Worker was observed working at height without a safety harness on the scaffold.,UNSAFE_ACT,2026-03-07,Loading Terminal,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0510,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_ACT,2026-05-27,Site B,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,63,HIGH
R0511,Worker entered confined space without atmospheric testing. No standby person was present.,INCIDENT,2026-08-26,Site C - Refinery,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0512,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_ACT,2026-08-02,Site C - Refinery,Confined Space,CONFINED_SPACE,,Confined Space,0,60,MEDIUM
R0513,Gas leak was detected near an ignition source with flammable material nearby.,NEAR_MISS,2026-01-13,Loading Terminal,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0514,Worker was seen working at height with harness properly secured and scaffold inspected.,UNSAFE_CONDITION,2026-05-09,Maintenance Yard,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,62,HIGH
R0515,Improper scaffolding was noted with no guardrail installed at elevated platform.,INCIDENT,2026-04-21,Tank Farm 3,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0516,Lifting operation followed load chart with rigging inspected prior to lift.,INCIDENT,2026-01-03,Tank Farm 3,Lifting,LIFTING,,Lifting Operations,0,63,HIGH
R0517,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,UNSAFE_ACT,2026-04-21,Site A,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0518,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-08-12,Pipeline Section 7,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0519,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,UNSAFE_ACT,2026-06-20,Well Pad 12,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0520,Worker entered confined space without atmospheric testing. No standby person was present.,NEAR_MISS,2026-06-25,Well Pad 12,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0521,Worker was seen working at height with harness properly secured and scaffold inspected.,UNSAFE_CONDITION,2026-05-18,Site A,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,58,MEDIUM
R0522,Cluttered walkway with minor trip hazard was reported near the warehouse.,INCIDENT,2026-06-27,Site C - Refinery,Housekeeping,HOUSEKEEPING,,Permit to Work,0,33,MEDIUM
R0523,Worker was seen working at height with harness properly secured and scaffold inspected.,NEAR_MISS,2026-06-19,Site A,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,66,HIGH
R0524,Worker was not wearing safety glasses in the workshop area.,UNSAFE_CONDITION,2026-04-27,Maintenance Yard,Ppe,PPE,,Permit to Work,0,41,MEDIUM
R0525,Electrical panel was properly closed and de-energized before inspection.,INCIDENT,2026-01-03,Site A,Electrical,ELECTRICAL,,Electrical,0,55,MEDIUM
R0526,Maintenance was carried out after proper lockout tagout isolation was verified.,UNSAFE_ACT,2026-08-01,Pipeline Section 7,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,66,HIGH
R0527,Minor gas odor was reported and area was isolated with no ignition sources present.,NEAR_MISS,2026-03-26,Pipeline Section 7,Fire,FIRE,,Fire / Explosion,0,59,MEDIUM
R0528,Technician performed vessel entry without gas testing during maintenance shutdown.,INCIDENT,2026-03-25,Site B,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0529,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-07-19,Site B,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0530,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",UNSAFE_ACT,2026-03-24,Loading Terminal,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0531,Worker was exposed to chemical spill without wearing respirator or protective equipment.,NEAR_MISS,2026-03-23,Pipeline Section 7,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0532,Maintenance was carried out after proper lockout tagout isolation was verified.,UNSAFE_CONDITION,2026-07-10,Tank Farm 3,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,73,HIGH
R0533,Improper scaffolding was noted with no guardrail installed at elevated platform.,INCIDENT,2026-07-28,Site A,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0534,Worker was seen working at height with harness properly secured and scaffold inspected.,UNSAFE_CONDITION,2026-02-16,Site C - Refinery,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,68,HIGH
R0535,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",NEAR_MISS,2026-06-06,Site B,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,99,CRITICAL
R0536,Worker was not wearing safety glasses in the workshop area.,NEAR_MISS,2026-08-01,Tank Farm 3,Ppe,PPE,,Permit to Work,0,47,MEDIUM
R0537,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",NEAR_MISS,2026-05-26,Site B,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0538,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-08-24,Loading Terminal,Housekeeping,HOUSEKEEPING,,Permit to Work,0,21,LOW
R0539,Worker was seen working at height with harness properly secured and scaffold inspected.,INCIDENT,2026-06-18,Loading Terminal,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,67,HIGH
R0540,Worker was observed working at height without a safety harness on the scaffold.,INCIDENT,2026-04-06,Maintenance Yard,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0541,Confined space entry was performed with atmospheric testing completed and standby person present.,UNSAFE_ACT,2026-06-09,Site B,Confined Space,CONFINED_SPACE,,Confined Space,0,58,MEDIUM
R0542,Confined space entry was performed with atmospheric testing completed and standby person present.,INCIDENT,2026-03-24,Site B,Confined Space,CONFINED_SPACE,,Confined Space,0,61,HIGH
R0543,Electrical panel was properly closed and de-energized before inspection.,INCIDENT,2026-01-14,Site C - Refinery,Electrical,ELECTRICAL,,Electrical,0,55,MEDIUM
R0544,Minor gas odor was reported and area was isolated with no ignition sources present.,UNSAFE_ACT,2026-02-11,Well Pad 12,Fire,FIRE,,Fire / Explosion,0,62,HIGH
R0545,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",INCIDENT,2026-05-22,Tank Farm 3,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0546,Hot work permit and fire watch were in place during welding activity.,UNSAFE_ACT,2026-07-19,Maintenance Yard,Hot Work,HOT_WORK,,Hot Work,0,53,MEDIUM
R0547,Improper scaffolding was noted with no guardrail installed at elevated platform.,UNSAFE_ACT,2026-07-03,Tank Farm 3,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0548,Chemical handling was performed with full PPE and respirator worn as required.,INCIDENT,2026-04-04,Site A,Chemical,CHEMICAL,,Chemical Exposure,0,62,HIGH
R0549,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",NEAR_MISS,2026-02-16,Site B,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0550,Hot work permit and fire watch were in place during welding activity.,INCIDENT,2026-05-03,Loading Terminal,Hot Work,HOT_WORK,,Hot Work,0,62,HIGH
R0551,Worker was seen working at height with harness properly secured and scaffold inspected.,NEAR_MISS,2026-03-15,Site A,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,65,HIGH
R0552,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,NEAR_MISS,2026-04-27,Tank Farm 3,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0553,Gas leak was detected near an ignition source with flammable material nearby.,INCIDENT,2026-02-03,Pipeline Section 7,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0554,Electrical panel was properly closed and de-energized before inspection.,UNSAFE_CONDITION,2026-01-27,Loading Terminal,Electrical,ELECTRICAL,,Electrical,0,64,HIGH
R0555,Electrical panel was left open with exposed live wire near walking path.,INCIDENT,2026-08-19,Well Pad 12,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0556,Lifting operation followed load chart with rigging inspected prior to lift.,INCIDENT,2026-01-17,Site C - Refinery,Lifting,LIFTING,,Lifting Operations,0,54,MEDIUM
R0557,Worker was observed working at height without a safety harness on the scaffold.,UNSAFE_ACT,2026-04-26,Well Pad 12,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0558,Improper scaffolding was noted with no guardrail installed at elevated platform.,UNSAFE_ACT,2026-07-07,Site C - Refinery,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0559,Minor gas odor was reported and area was isolated with no ignition sources present.,UNSAFE_ACT,2026-02-13,Loading Terminal,Fire,FIRE,,Fire / Explosion,0,63,HIGH
R0560,Electrical panel was properly closed and de-energized before inspection.,INCIDENT,2026-01-26,Loading Terminal,Electrical,ELECTRICAL,,Electrical,0,58,MEDIUM
R0561,Worker was observed working at height without a safety harness on the scaffold.,UNSAFE_ACT,2026-02-04,Site B,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0562,Hot work permit and fire watch were in place during welding activity.,INCIDENT,2026-05-13,Maintenance Yard,Hot Work,HOT_WORK,,Hot Work,0,62,HIGH
R0563,Gas leak was detected near an ignition source with flammable material nearby.,UNSAFE_ACT,2026-03-09,Loading Terminal,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0564,Improper scaffolding was noted with no guardrail installed at elevated platform.,INCIDENT,2026-07-02,Loading Terminal,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0565,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",INCIDENT,2026-08-09,Pipeline Section 7,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,98,CRITICAL
R0566,Worker entered confined space without atmospheric testing. No standby person was present.,NEAR_MISS,2026-05-27,Maintenance Yard,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0567,Worker was not wearing safety glasses in the workshop area.,UNSAFE_CONDITION,2026-03-10,Maintenance Yard,Ppe,PPE,,Permit to Work,0,38,MEDIUM
R0568,Cluttered walkway with minor trip hazard was reported near the warehouse.,INCIDENT,2026-02-07,Maintenance Yard,Housekeeping,HOUSEKEEPING,,Permit to Work,0,30,LOW
R0569,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",INCIDENT,2026-06-27,Site A,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0570,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-07-05,Site A,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0571,Worker was seen working at height with harness properly secured and scaffold inspected.,UNSAFE_ACT,2026-04-02,Maintenance Yard,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,60,MEDIUM
R0572,Technician performed vessel entry without gas testing during maintenance shutdown.,NEAR_MISS,2026-06-27,Maintenance Yard,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0573,Electrical panel was left open with exposed live wire near walking path.,UNSAFE_ACT,2026-01-08,Pipeline Section 7,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0574,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_CONDITION,2026-08-19,Pipeline Section 7,Lifting,LIFTING,,Lifting Operations,0,65,HIGH
R0575,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_ACT,2026-05-01,Loading Terminal,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,49,MEDIUM
R0576,Technician performed vessel entry without gas testing during maintenance shutdown.,UNSAFE_ACT,2026-04-21,Well Pad 12,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0577,Chemical handling was performed with full PPE and respirator worn as required.,INCIDENT,2026-01-28,Site A,Chemical,CHEMICAL,,Chemical Exposure,0,50,MEDIUM
R0578,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_CONDITION,2026-01-08,Tank Farm 3,Lifting,LIFTING,,Lifting Operations,0,61,HIGH
R0579,Minor gas odor was reported and area was isolated with no ignition sources present.,NEAR_MISS,2026-07-13,Pipeline Section 7,Fire,FIRE,,Fire / Explosion,0,68,HIGH
R0580,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",NEAR_MISS,2026-05-22,Loading Terminal,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0581,Gas leak was detected near an ignition source with flammable material nearby.,INCIDENT,2026-06-18,Tank Farm 3,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0582,Hot work permit and fire watch were in place during welding activity.,INCIDENT,2026-02-11,Tank Farm 3,Hot Work,HOT_WORK,,Hot Work,0,60,MEDIUM
R0583,Worker was exposed to chemical spill without wearing respirator or protective equipment.,NEAR_MISS,2026-05-07,Site C - Refinery,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0584,Electrical panel was left open with exposed live wire near walking path.,INCIDENT,2026-07-22,Pipeline Section 7,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0585,Chemical handling was performed with full PPE and respirator worn as required.,INCIDENT,2026-05-09,Loading Terminal,Chemical,CHEMICAL,,Chemical Exposure,0,45,MEDIUM
R0586,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-04-11,Well Pad 12,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0587,Chemical handling was performed with full PPE and respirator worn as required.,INCIDENT,2026-06-17,Tank Farm 3,Chemical,CHEMICAL,,Chemical Exposure,0,61,HIGH
R0588,Worker was seen working at height with harness properly secured and scaffold inspected.,UNSAFE_CONDITION,2026-05-04,Maintenance Yard,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,72,HIGH
R0589,Improper scaffolding was noted with no guardrail installed at elevated platform.,UNSAFE_ACT,2026-06-21,Site B,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0590,Maintenance was carried out after proper lockout tagout isolation was verified.,NEAR_MISS,2026-07-26,Pipeline Section 7,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,62,HIGH
R0591,Exclusion zone was maintained and no personnel were in line of fire during the lift.,NEAR_MISS,2026-08-28,Site B,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,56,MEDIUM
R0592,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_ACT,2026-08-07,Site B,Lifting,LIFTING,,Lifting Operations,0,59,MEDIUM
R0593,Chemical handling was performed with full PPE and respirator worn as required.,NEAR_MISS,2026-07-02,Site C - Refinery,Chemical,CHEMICAL,,Chemical Exposure,0,57,MEDIUM
R0594,Improper scaffolding was noted with no guardrail installed at elevated platform.,NEAR_MISS,2026-08-05,Pipeline Section 7,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0595,Worker was not wearing safety glasses in the workshop area.,INCIDENT,2026-06-21,Site C - Refinery,Ppe,PPE,,Permit to Work,0,30,LOW
